ticker,current_pe,forward_pe,market_cap,revenue,net_income,ebitda,gross_profit,roe,roa,roce,profit_margins,operating_margins,gross_margins,fcf_margin,fcf_to_net_income,gp_to_assets,asset_turnover,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,dividend_yield,payout_ratio,beta,sector,industry
JUSTDIAL.NS,11.100299,24.642738,63060611072,11774600192.0,5680000000.0,3105600000.0,4549100032.0,0.123459995,0.034140002,,0.48239,0.25017,0.38634998,,,,,0.064,-0.225,-0.225,1.946,8.885,8.774,,0.0,0.155,Communication Services,Internet Content & Information
JYOTHYLAB.NS,31.803799,59.70297,110715166720,28813000704.0,3482200064.0,4743600128.0,14048300032.0,0.20938,0.119160004,,0.12086,0.14003,0.48757,,,,,0.003,-0.164,-0.164,3.737,2.793,1.68,1.17,0.3688,0.244,Consumer Defensive,Household & Personal Products
KAJARIACER.NS,42.37396,28.711626,170007248896,46662201344.0,4016999936.0,6676899840.0,26542000128.0,0.14096,0.08519,,0.07762,0.14465,0.56881,,,,,0.006,0.578,0.578,9.676,2.463,1.533,1.12,0.6746,0.5,Industrials,Building Products & Equipment
KALYANKJIL.NS,57.0,36.18542,529755930624,285841260544.0,9310229504.0,16366980096.0,36991811584.0,0.19193001,0.059359998,,0.03257,0.05013,0.12941,,,,,0.295,0.984,0.995,99.88,1.295,0.13,0.3,0.1663,0.036,Consumer Cyclical,Luxury Goods
KANSAINER.NS,16.710749,24.603418,191121408000,78547501056.0,11451700224.0,8757399552.0,27507300352.0,0.18399,0.0551,,0.14579001,0.08236,0.3502,,,,,0.001,0.099,0.099,4.284,3.574,2.408,1.06,0.1767,-0.009,Basic Materials,Specialty Chemicals
KCP.NS,15.746563,46.997433,23629959168,25134899200.0,1500999936.0,3459699968.0,10812000256.0,0.12069,0.051009998,,0.059720002,0.099029996,0.43016,,,,,-0.002,-0.462,-0.462,39.481,2.367,1.341,0.14,0.0215,0.184,Basic Materials,Building Materials
KEC.NS,26.664082,15.948957,182985883648,233359392768.0,6831000064.0,16527099904.0,54885498880.0,0.12769,0.043369997,,0.02927,0.06236,0.2352,,,,,0.191,0.819,0.882,94.066,1.193,1.016,0.8,0.2132,0.036,Industrials,Engineering & Construction
KEI.NS,49.462624,41.855297,396133629952,107037040640.0,7906129920.0,10623450112.0,24257210368.0,0.16393,0.096140005,,0.073860005,0.09137999,0.22662,,,,,0.196,0.242,0.315,3.799,3.484,1.983,0.1,0.0479,0.24,Industrials,Electrical Equipment & Parts
KEYFINSERV.NS,16.56014,,1602553344,220083008.0,95887000.0,,204095008.0,0.06612,0.05898,,0.43569002,12.238509,0.92735,,,,,,,,0.964,5.361,5.361,0.35,0.0581,-0.416,Financial Services,Capital Markets
KFINTECH.NS,54.90982,41.483646,188951511040,11751589888.0,3458010112.0,4822669824.0,7424809984.0,0.25816,0.1671,,0.29426,0.40023,0.63181,,,,,0.1,0.043,0.045,3.239,4.408,3.866,0.71,0.3752,-0.504,Technology,Software - Application
KIMS.NS,82.3013,62.1128,277616394240,34016999424.0,3360000000.0,7535000064.0,20201000960.0,0.14649999,0.06315,,0.09877,0.14354,0.59384996,,,,,0.236,-0.377,-0.377,123.719,0.719,0.528,,0.0,-0.151,Healthcare,Medical Care Facilities
KIRIINDUS.NS,39.008266,,33996775424,7992057856.0,1220317056.0,-763123968.0,2011533056.0,0.03907,-0.01555,,0.15269,-0.118710004,0.25169,,,,,-0.216,,-0.755,37.3,1.452,0.838,,0.0,-0.525,Basic Materials,Specialty Chemicals
KNRCON.NS,7.4429226,9.795673,45841240064,31395610624.0,6158879744.0,9093943296.0,11228993536.0,0.10775,0.07211,,0.19617,0.27452,0.35766,,,,,-0.668,-0.763,-0.763,48.727,4.38,1.621,0.16,0.0114,0.464,Industrials,Engineering & Construction
KOTAKBANK.NS,22.820156,18.540567,4242010275840,727388258304.0,185742295040.0,,727388258304.0,0.1178,0.02162,,0.25536,0.36106,0.0,,,,,-0.124,-0.114,-0.114,,,,0.12,0.026800001,0.192,Financial Services,Banks - Regional
KPITTECH.NS,43.689804,35.43391,335668510720,61327740928.0,7726810112.0,11464210432.0,21600460800.0,0.26812,0.11508001,,0.12599,0.16399999,0.35221002,,,,,0.079,-0.17,-0.17,16.215,0.931,0.809,0.7,0.30110002,-0.099,Technology,Software - Infrastructure
KRBL.NS,15.292903,10.86,93242466304,62195798016.0,6095099904.0,8405700096.0,16049500160.0,0.11677,0.080299996,,0.098000005,0.13467,0.25805,,,,,0.189,0.675,0.676,1.295,8.585,4.66,0.86,0.1314,-0.3,Consumer Defensive,Packaged Foods
LALPATHLAB.NS,47.55656,103.74064,254399381504,25292949504.0,5131380224.0,6802124800.0,14668090368.0,,,,0.20288,0.23544,0.57993,,,,,0.113,0.242,0.244,7.135,,,0.92,0.3748,0.047,Healthcare,Diagnostics & Research
LAURUSLABS.NS,80.69346,43.816856,552879194112,63583899648.0,6839600128.0,14700499968.0,35540398080.0,0.15022999,0.07146,,0.10757,0.17101999,0.55895,,,,,0.351,8.757,8.827,44.831,1.32,0.608,0.16,0.0947,0.404,Healthcare,Drug Manufacturers - Specialty & Generic
LEMONTREE.NS,57.204304,126.66667,126378885120,13576992768.0,2200652032.0,6340016128.0,9591617536.0,0.15972,0.08108,,0.16209,0.32037997,0.70646006,,,,,0.077,0.189,0.167,109.554,0.903,0.564,,0.0,-0.213,Consumer Cyclical,Lodging
LICHSGFIN.NS,5.5100617,8.674718,304239804416,84631502848.0,55213600768.0,,82784403456.0,0.1531,0.017860001,,0.65239996,0.84409,0.97817004,,,,,0.018,0.016,0.016,679.251,26.733,26.685,1.82,0.0996,0.277,Financial Services,Mortgage Finance
LT.NS,34.292183,39.159164,5624750407680,2755135012864.0,159245991936.0,315702607872.0,1000710012928.0,0.16521,0.04711,,0.059520002,0.102340005,0.36321998,,,,,0.107,0.156,0.156,111.847,1.253,0.587,0.84,0.28530002,0.382,Industrials,Engineering & Construction
LTFOODS.NS,22.403164,16.263367,142757625856,98002575360.0,6361361920.0,10902743040.0,33959346176.0,0.16159001,0.087790005,,0.06491,0.09245,0.34651002,,,,,0.299,0.105,0.104,43.095,2.006,0.56,0.73,0.16379999,0.331,Consumer Defensive,Packaged Foods
LTIM.NS,37.536587,29.866985,1824325238784,396674990080.0,48690999296.0,62653001728.0,110438998016.0,0.21789,0.11685,,0.12275,0.15856,0.27841,,,,,0.102,0.12,0.12,10.164,3.481,3.132,1.1,0.3961,0.398,Technology,Information Technology Services
LTTS.NS,37.118755,30.234213,472931434496,114809004032.0,12778999808.0,17584310272.0,52285308928.0,0.2152,0.1082,,0.11131,0.13365,0.45541,,,,,0.158,0.028,0.028,10.149,2.303,1.737,1.26,0.4566,0.173,Technology,Information Technology Services
LUPIN.NS,22.109383,25.562622,955827027968,247506894848.0,43246301184.0,60769001472.0,172074500096.0,0.24529,0.107530005,,0.17473,0.25837,0.69523,,,,,0.242,0.732,0.733,31.513,1.873,1.165,0.58,0.1271,0.363,Healthcare,Drug Manufacturers - Specialty & Generic
LUXIND.NS,28.27155,9.036227,36004823040,27534100480.0,1271699968.0,2014700032.0,14583400448.0,0.07412,0.04212,,0.04619,0.046869997,0.52965,,,,,0.15,-0.542,-0.542,32.661,2.195,1.067,0.17,0.0473,0.133,Consumer Cyclical,Apparel Manufacturing
LXCHEM.NS,61.11,17.053953,50819358720,28886970368.0,834720000.0,2163109888.0,6923100160.0,0.044099998,0.02311,,0.028900001,0.02467,0.23966,,,,,-0.093,-0.6,-0.608,17.29,1.089,0.555,0.28,0.1667,0.097,Basic Materials,Specialty Chemicals
M&M.NS,29.93109,26.930155,4534735208448,1778129174528.0,142323892224.0,331100094464.0,695059087360.0,0.17235,0.06706,,0.08004,0.16986999,0.39089,,,,,0.212,0.148,0.159,132.29,1.348,0.481,0.67,0.2001,0.406,Consumer Cyclical,Auto Manufacturers
M&MFIN.NS,20.234705,16.031092,533040267264,86444703744.0,24671399936.0,,74987896832.0,0.109919995,0.01746,,0.2854,0.35671002,0.86747,,,,,0.241,0.414,0.45,435.079,9.096,9.096,1.75,0.3427,0.299,Financial Services,Credit Services
MAHAPEXLTD.NS,14.141252,,1242872832,81309000.0,3248404992.0,,80154000.0,0.71444,0.60491,,39.95136,-0.59339,0.98579,,,,,-0.494,,,,0.29,0.04,,0.0,0.123,Financial Services,Credit Services
MAHSCOOTER.NS,47.362877,,169640607744,3135300096.0,3573600000.0,3076300032.0,3118899968.0,0.01121,0.0053399997,,1.1398001,0.9955,0.99477,,,,,0.659,0.766,0.767,,1.036,1.036,1.29,0.6076,-0.235,Financial Services,Asset Management
MAHSEAMLES.NS,10.176068,,79769747456,51796901888.0,7837199872.0,9100199936.0,18843699200.0,0.12532,0.071490005,,0.15131,0.084130004,0.36380002,,,,,-0.103,-0.431,-0.431,0.151,16.198,11.488,1.7,0.171,0.032,Basic Materials,Steel
MANAPPURAM.NS,55.455425,10.935667,242207293440,35184369664.0,4491670016.0,,33953320960.0,0.03363,0.008169999,,0.12765999,0.29797,0.96501,,,,,-0.309,-0.619,-0.615,301.609,70.586,70.431,0.7,0.5805,0.64,Financial Services,Credit Services
MARICO.NS,55.80218,50.636044,927589203968,122650001408.0,16659999744.0,21489999872.0,56279998464.0,0.37022,0.15027,,0.13583,0.14733,0.45887002,,,,,0.307,-0.006,-0.007,13.671,1.901,1.183,1.46,0.8178,0.129,Consumer Defensive,Household & Personal Products
MARKSANS.NS,24.692009,18.483274,86830702592,27307020288.0,3516740096.0,4706420224.0,14823680000.0,0.14073,0.07959,,0.12878999,0.16320999,0.54285,,,,,0.122,0.019,0.016,12.238,5.178,2.849,0.43,0.1031,1.169,Healthcare,Drug Manufacturers - General
MARUTI.NS,33.74766,30.435951,4993656029184,1606337953792.0,147794001920.0,196762992640.0,450239004672.0,0.1565,0.06537,,0.09201,0.07989,0.28029,,,,,0.131,0.079,0.079,0.1,0.916,0.447,0.85,0.2872,0.226,Consumer Cyclical,Auto Manufacturers
MASFIN.NS,16.648764,14.691943,56324816896,8741300224.0,3378299904.0,,7751699968.0,0.12874,0.02831,,0.38647997,0.5565,0.88679004,,,,,0.272,0.053,0.178,347.367,153.063,149.285,0.55,0.0913,0.014,Financial Services,Credit Services
MATRIMONY.NS,30.911673,18.350187,10595616768,4496699904.0,343100000.0,266700000.0,2965199872.0,0.123730004,0.02199,,0.0763,0.044239998,0.65942,,,,,-0.008,-0.391,-0.41,22.336,1.805,1.021,1.02,0.3151,0.324,Communication Services,Internet Content & Information
MAXHEALTH.NS,84.140175,50.532948,1132420923392,79410896896.0,13570700288.0,20849700864.0,49331298304.0,0.14397,0.07381,,0.17089,0.21871,0.62122,,,,,0.251,0.743,0.743,32.579,0.793,0.678,0.13,0.108100004,0.124,Healthcare,Medical Care Facilities
MAZDA.NS,18.720125,,4771996160,2000366976.0,254762000.0,330279008.0,1067707008.0,0.11257,0.06729,,0.12736,0.18551001,0.53376,,,,,-0.105,-0.155,-0.155,,4.538,2.828,1.52,0.283,-0.701,Industrials,Specialty Industrial Machinery
MAZDOCK.NS,46.50311,15.854391,1086347018240,118728597504.0,23339599872.0,18861000704.0,48562098176.0,0.28816998,0.041389998,,0.19658001,0.22910999,0.40902,,,,,0.063,0.281,0.281,0.021,1.399,0.956,0.44,0.2991,0.63,Industrials,Aerospace & Defense
MEDANTA.NS,59.741997,53.413074,335904276480,40047419392.0,5617569792.0,8964400128.0,20545679360.0,0.16391,0.09167,,0.14027001,0.16486,0.51303,,,,,0.149,0.209,0.211,25.468,2.399,2.2,0.04,0.0239,-0.406,Healthcare,Medical Care Facilities
METROPOLIS.NS,63.641426,39.542603,100679720960,14833134592.0,1582311040.0,2453524992.0,11461551104.0,0.12077,0.07383,,0.10667,0.17665,0.77269995,,,,,0.227,0.122,0.132,13.916,1.161,0.846,0.21,0.0,-0.094,Healthcare,Diagnostics & Research
MGL.NS,12.115346,21.333216,118069084160,79451996160.0,9746700288.0,15261700096.0,26584899584.0,0.16568,0.08853,,0.12267,0.11407,0.3346,,,,,0.148,-0.325,-0.325,3.545,1.084,0.961,2.5,0.3041,0.5,Utilities,Utilities - Regulated Gas
MINDSPACE.NS,64.8609,,210204901376,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown
MOL.NS,44.51613,,17547679744,23128514560.0,396620000.0,2241201920.0,9120615424.0,0.026099999,0.02083,,0.01715,0.038310003,0.39435002,,,,,0.061,,,54.599,1.078,0.603,,0.0,0.113,Basic Materials,Agricultural Inputs
MONTECARLO.NS,18.615313,15.239685,16081862656,11419400192.0,864400000.0,1592700032.0,5432800256.0,0.10927,0.044549998,,0.0757,0.10245,0.47575,,,,,0.132,1.021,1.022,89.066,1.61,0.749,2.6,0.4797,-0.028,Consumer Cyclical,Apparel Manufacturing
MOTHERSON.NS,40.616726,23.70909,1230331445248,1166598864896.0,32679299072.0,102434103296.0,512176914432.0,0.09554,0.03441,,0.028010001,0.04662,0.43903,,,,,0.08,-0.093,-0.06,49.937,1.086,0.557,0.95,0.19700001,0.972,Consumer Cyclical,Auto Parts
MOTILALOFS.NS,29.116936,19.10835,577441300480,65315500032.0,20241899520.0,,52884398080.0,0.16871001,0.055809997,,0.30991,0.33111,0.80968004,,,,,-0.387,-0.676,-0.676,121.038,4.79,4.786,0.89,0.1515,-0.053,Financial Services,Capital Markets
MPHASIS.NS,30.218971,27.32374,538262306816,149057798144.0,17850759168.0,26048249856.0,64092491776.0,0.19518,0.09545,,0.11976,0.15271,0.42998,,,,,0.103,0.106,0.108,20.567,1.207,0.987,2.03,0.609,0.512,Technology,Information Technology Services
MRF.NS,34.724365,28.670385,644442882048,291479093248.0,18536699904.0,40433000448.0,100615798784.0,0.0999,0.05256,,0.0636,0.092259996,0.34519002,,,,,0.072,0.117,0.117,18.678,1.581,0.915,0.16,0.0538,0.238,Consumer Cyclical,Auto Parts
MRPL.NS,27.333895,11.04908,284078735360,866784903168.0,10366249984.0,40046301184.0,67682791424.0,0.08091,0.04694,,0.01196,0.04935,0.07808,,,,,-0.093,,,81.274,1.023,0.326,2.39,0.0,0.379,Energy,Oil & Gas Refining & Marketing
MUNJALAU.NS,25.534742,,8451999744,21090664448.0,330592992.0,863638016.0,5914729984.0,0.09437,0.02861,,0.01567,0.01881,0.28044,,,,,0.118,-0.398,-0.399,87.847,1.276,0.805,1.19,0.3021,0.475,Consumer Cyclical,Auto Parts
MUNJALSHOW.NS,19.929012,,5177175040,12406386688.0,259070000.0,178720992.0,2693932032.0,0.03903,0.0062599997,,0.02088,0.00171,0.21714,,,,,0.047,0.333,0.328,,3.766,3.181,3.51,0.6944,0.043,Consumer Cyclical,Auto Parts
MUTHOOTFIN.NS,20.657837,71.3535,1516104974336,148599472128.0,73341009920.0,,148599472128.0,0.23806,0.052800003,,0.49355,0.73460996,1.0,,,,,0.635,0.904,0.904,367.438,125.102,125.102,0.69,0.1423,0.69,Financial Services,Credit Services
NATCOPHARM.NS,10.547276,21.948145,162237726720,43901001728.0,15386999808.0,16853000192.0,36178001920.0,0.19437,0.09955,,0.35049,0.3865,0.82408,,,,,-0.006,-0.235,-0.235,3.012,4.098,2.896,0.74,0.0582,0.194,Healthcare,Drug Manufacturers - Specialty & Generic
NATIONALUM.NS,7.9071517,36.396957,483490430976,180293304320.0,61129699328.0,84767801344.0,128576200704.0,0.34459,0.21424,,0.33905998,0.40653,0.71315,,,,,0.073,0.367,0.367,0.282,2.948,2.156,5.58,0.3155,0.895,Basic Materials,Aluminum
NAUKRI.NS,65.99017,14.377944,869433933824,30683340800.0,13182910464.0,10165489664.0,16625760256.0,0.03525,0.01074,,0.42964,0.30901,0.54185003,,,,,0.149,12.631,12.603,0.544,3.205,0.997,0.36,0.2953,0.563,Communication Services,Internet Content & Information
NAVINFLUOR.NS,65.30933,43.934048,297494347776,27909599232.0,4440900096.0,7824000000.0,15605799936.0,0.14631,0.08134,,0.15912,0.27635,0.55916,,,,,0.463,1.449,1.522,32.677,2.748,2.037,0.23,0.1353,0.153,Basic Materials,Chemicals
NBCC.NS,52.617115,51.45815,315386986496,129415995392.0,6000386048.0,7117043200.0,14411284480.0,0.22934,0.03419,,0.04637,0.0691,0.11136,,,,,0.227,0.267,0.257,0.011,1.197,0.873,0.93,0.3964,0.723,Industrials,Engineering & Construction
NCC.NS,13.854315,8.662375,109860593664,211973996544.0,7938400256.0,18434400256.0,33466800128.0,0.11417,0.04719,,0.03745,0.07405,0.15788001,,,,,-0.126,-0.054,-0.051,37.893,1.354,0.293,1.28,0.1741,0.573,Industrials,Engineering & Construction
NCLIND.NS,18.22669,6.4740257,9019418624,14077700096.0,500790016.0,1553282944.0,5914806784.0,0.05748,0.03929,,0.03557,0.12571,0.42014998,,,,,0.044,6.857,6.917,35.688,1.039,0.411,1.5,0.274,-0.288,Basic Materials,Building Materials
NDGL.NS,8.776583,,3475000064,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.07,0.0063,,Financial Services,Capital Markets
NELCAST.NS,27.413712,26.176073,10088658944,12517585920.0,367812992.0,917561984.0,6969605120.0,0.06661,0.03616,,0.02938,0.03521,0.55679,,,,,-0.096,-0.513,-0.515,51.3,1.276,0.862,0.43,0.1182,0.079,Industrials,Metal Fabrication
NESTLEIND.NS,82.201836,64.22574,2418877661184,209704599552.0,29512599552.0,46892802048.0,114719301632.0,0.70792,0.22593,,0.14073,0.19018,0.54705,,,,,0.106,-0.173,-0.174,10.753,0.854,0.169,1.59,0.7922,0.25,Consumer Defensive,Packaged Foods
NFL.NS,39.818604,,41998417920,206096007168.0,1053500032.0,6056999936.0,25229600768.0,0.04123,0.0123000005,,0.00511,0.0043099998,0.12242,,,,,0.54,,,176.918,0.986,0.56,1.83,0.7256,0.322,Basic Materials,Agricultural Inputs
NHPC.NS,28.350554,19.904146,771759996928,112282001408.0,31713300480.0,60105199616.0,99374997504.0,0.07776,0.02744,,0.28244,0.47111,0.88505,,,,,0.103,0.133,0.124,100.41,1.076,0.757,2.49,0.7047,0.198,Utilities,Utilities - Renewable
NIACL.NS,24.340425,19.5,282796818432,468897497088.0,11619900416.0,10277850112.0,60503498752.0,0.02454,0.00558,,0.02478,0.00975,0.12903,,,,,0.247,-0.389,-0.397,,0.385,0.23,1.05,0.25530002,1.044,Financial Services,Insurance - Diversified
NIITLTD.NS,41.242554,13.405255,13208136704,3734579968.0,325640000.0,-206360000.0,2084019968.0,0.03088,-0.01611,,0.08645,-0.080249995,0.55803,,,,,0.157,-0.897,-0.884,0.638,5.796,5.142,1.04,0.4255,-0.369,Consumer Defensive,Education & Training Services
NLCINDIA.NS,12.789695,10.622707,337526030336,162514796544.0,26127998976.0,53796601856.0,137354297344.0,0.1238,0.03481,,0.16077,0.20387,0.84518,,,,,0.142,-0.261,-0.271,104.679,0.815,0.397,1.23,0.1578,0.479,Utilities,Utilities - Regulated Electric
NMDC.NS,9.292867,2.8790228,653134397440,266893901824.0,70271000576.0,88649203712.0,142050000896.0,0.23085,0.12796,,0.26326,0.29528,0.53223,,,,,0.297,0.399,0.402,11.21,2.872,2.202,4.46,0.413,0.732,Basic Materials,Steel
NOCIL.NS,45.35809,16.05634,28561262592,13146000384.0,630499968.0,1018499968.0,5579100160.0,0.0356,0.01672,,0.04796,0.02711,0.42439997,,,,,-0.136,-0.71,-0.712,0.527,5.04,3.406,1.17,0.5305,0.024,Basic Materials,Specialty Chemicals
NTPC.NS,17.554901,13.60523,3178082598912,1867543085056.0,237511098368.0,543599788032.0,834654699520.0,0.13104,0.04415,,0.12718001,0.17863001,0.44693002,,,,,0.002,-0.039,-0.039,127.753,0.867,0.384,3.4,0.447,0.223,Utilities,Utilities - Regulated Electric
OBEROIRLTY.NS,26.899414,49.393307,601248301056,53278146560.0,22330736640.0,30141454336.0,33723392000.0,0.1416,0.08213,,0.41914,0.55471003,0.63297004,,,,,0.348,0.29,0.29,18.083,4.294,0.93,0.49,0.1303,0.321,Real Estate,Real Estate - Development
OIL.NS,11.338143,7.220007,677400805376,334913306624.0,59741999104.0,119730003968.0,256120307712.0,0.11196,0.045229997,,0.17838,0.19444999,0.76474,,,,,0.158,-0.292,-0.291,58.174,1.557,1.007,3.63,0.3132,0.284,Energy,Oil & Gas Integrated
ONEPOINT.NS,38.253624,,13857224704,2726076928.0,364595008.0,386801984.0,1012681984.0,0.0913,0.0398,,0.13374,0.14328,0.37148,,,,,0.134,0.057,0.175,12.498,3.127,2.844,,0.0,0.157,Industrials,Specialty Business Services
ONGC.NS,8.401098,6.8469076,3078282018816,6557855645696.0,366046937088.0,960086081536.0,1259647533056.0,0.10977,0.05084,,0.05582,0.10922,0.19208,,,,,-0.003,0.05,0.05,43.805,0.874,0.431,7.5,0.42080003,0.242,Energy,Oil & Gas Integrated
ONMOBILE.NS,70.36585,,6134742016,5737149952.0,86770000.0,260640000.0,2764339968.0,0.01303,-0.00319,,0.01512,4.0000003e-05,0.48183,,,,,-0.009,,,12.156,1.317,1.124,,0.0,-0.219,Communication Services,Telecom Services
OPTIEMUS.NS,72.480865,,50133180416,17744769024.0,687713984.0,1186985984.0,2404400896.0,0.11208,0.04705,,0.03876,0.06601,0.1355,,,,,-0.122,0.175,0.222,32.446,1.833,0.737,,0.0,-0.179,Technology,Electronics & Computer Distribution
PANAMAPET.NS,9.534511,,17998444544,28896399360.0,1883800064.0,2596499968.0,4775499776.0,0.14985,0.09824,,0.06519,0.08816,0.16525999,,,,,0.106,0.202,0.202,2.327,4.945,2.059,1.69,0.16059999,0.521,Energy,Oil & Gas Refining & Marketing
PARAS.NS,82.557076,43.30539,58280755200,3932000000.0,702713024.0,1021156992.0,2120365056.0,0.1204,0.06735,,0.17872,0.24120001,0.53925997,,,,,0.214,0.442,0.489,8.394,2.678,1.841,0.07,0.0572,0.436,Industrials,Aerospace & Defense
PERSISTENT.NS,59.88944,115.69231,995234283520,132187029504.0,16651549696.0,23820189696.0,39235358720.0,0.26198998,0.1494,,0.12597,0.16273001,0.29681998,,,,,0.236,0.437,0.451,5.651,2.454,1.975,0.55,0.32790002,0.465,Technology,Information Technology Services
PETRONET.NS,11.123826,12.119325,408592941056,474316013568.0,36687798272.0,46862901248.0,61562699776.0,0.18330999,0.09611,,0.07735,0.09656,0.12979001,,,,,-0.155,-0.045,-0.046,11.871,4.008,3.552,3.68,0.4088,0.224,Energy,Oil & Gas Refining & Marketing
PFC.NS,4.8613515,6.6312056,1203675463680,500380303360.0,247547494400.0,,497325015040.0,0.21113001,0.02832,,0.49472,0.94902,0.99389,,,,,0.12,0.083,0.083,603.342,36.447,36.216,4.03,0.2166,0.576,Financial Services,Credit Services
PFIZER.NS,27.163635,29.78913,228130226176,23752900608.0,8393099776.0,7783699968.0,15317099520.0,0.2209,0.10416,,0.35334998,0.33573002,0.64485,,,,,0.091,0.194,0.194,2.334,5.385,4.566,0.7,0.1908,0.111,Healthcare,Drug Manufacturers - General
PGHH.NS,58.22458,43.9237,417088012288,45195153408.0,9577464832.0,13053596672.0,28542459904.0,,,,0.21191,0.23951,0.63154,,,,,0.013,-0.01,-0.01,0.221,1.37,1.06,1.02,0.92730004,0.166,Consumer Defensive,Household & Personal Products
PHOENIXLTD.NS,57.465256,38.759075,621005176832,39656378368.0,10782649344.0,23442765824.0,35756220416.0,0.100959994,0.057919998,,0.2719,0.51612,0.90165,,,,,0.215,0.04,0.394,33.657,0.769,0.41,0.14,0.0829,0.28,Real Estate,Real Estate - Diversified
PIDILITIND.NS,67.16438,72.63704,1496955617280,138175905792.0,22264000512.0,31516499968.0,74773897216.0,0.24080999,0.13404,,0.16113001,0.21122,0.54115003,,,,,0.099,0.083,0.084,4.539,2.149,1.577,0.68,0.458,0.329,Basic Materials,Specialty Chemicals
PIIND.NS,34.018833,25.841578,515199369216,74607001600.0,15125000192.0,19857000448.0,41492000768.0,0.14849,0.08125,,0.20273,0.23677,0.55614,,,,,-0.157,-0.195,-0.195,2.237,4.052,3.248,0.59,0.16049999,0.363,Basic Materials,Agricultural Inputs
PNB.NS,8.465633,8.941637,1444754227200,516516315136.0,170354507776.0,,516516315136.0,0.12666,0.00939,,0.32981,0.45971,0.0,,,,,-0.056,0.045,0.087,,,,2.33,0.19540001,0.463,Financial Services,Banks - Regional
POLICYBZR.NS,182.31,75.26392,840510013440,57610301440.0,4615900160.0,2115299968.0,35941400576.0,0.07165,0.01148,,0.08012,0.03964,0.62387,,,,,0.382,1.651,1.662,4.859,4.109,3.996,,0.0,0.429,Financial Services,Insurance Brokers
POLYCAB.NS,45.845867,45.344673,1123902554112,245950464000.0,24618020864.0,35992248320.0,64311349248.0,0.25748,0.13340999,,0.10009,0.14357,0.26148,,,,,0.178,0.56,0.559,2.087,1.941,0.923,0.47,0.2147,0.432,Industrials,Electrical Equipment & Parts
POONAWALLA.NS,174.59364,28.20857,399026192384,20722499584.0,2178599936.0,,20707500032.0,0.024360001,0.0058999998,,0.105129994,0.15289,0.99928004,,,,,0.613,,,364.414,1049.45,1043.65,,0.0,0.186,Financial Services,Credit Services
POWERGRID.NS,17.485455,12.7174425,2515813269504,461805486080.0,152011603968.0,385562214400.0,451477307392.0,0.15918,0.060489997,,0.32917,0.5133,0.97764,,,,,0.018,-0.059,-0.06,141.186,0.889,0.551,5.0,0.582,0.169,Utilities,Utilities - Regulated Electric
POWERMECH.NS,22.969551,24.928661,75126628352,57225400320.0,3267099904.0,6840699904.0,15749199872.0,0.17432,0.08767,,0.05709,0.104729995,0.27521,,,,,0.195,0.117,0.117,41.065,1.785,0.879,0.05,0.0121,0.265,Industrials,Engineering & Construction
PPAP.NS,190.59503,15.405477,3312673792,5400565760.0,17201000.0,483036000.0,2265028096.0,0.00604,0.01751,,0.00319,0.04202,0.41941002,,,,,0.276,-0.551,-0.551,,0.788,0.322,1.05,2.0661001,-0.121,Consumer Cyclical,Auto Parts
PRAXIS.NS,3.423913,,1812067712,1058809984.0,418544000.0,-391033984.0,410052992.0,71.87155,-0.08106,,0.3953,-0.50560004,0.38728002,,,,,-0.195,,,309.88,1.386,0.264,,0.0,0.541,Consumer Cyclical,Specialty Retail
PRESTIGE.NS,95.80275,135.94794,719664119808,79218999296.0,7655000064.0,25404999680.0,64824999936.0,0.0505,0.02164,,0.09663,0.28425,0.8183,,,,,0.055,1.126,1.239,89.294,1.207,0.137,0.11,0.103,0.143,Real Estate,Real Estate - Diversified
PTC.NS,5.270044,11.901516,46525251584,162866397184.0,8825600000.0,12618099712.0,14458500096.0,0.15334,0.05414,,0.054970004,0.04998,0.08878,,,,,0.065,-0.12,-0.12,32.871,2.017,1.822,12.36,0.3925,0.643,Utilities,Utilities - Independent Power Producers
RADICO.NS,93.8724,80.82532,427556306944,55982833664.0,4576453120.0,8128636928.0,23739680768.0,0.16516,0.0921,,0.081750005,0.13404,0.42404997,,,,,0.338,0.731,0.73,20.939,1.654,0.846,0.12,0.1171,0.424,Consumer Defensive,Beverages - Wineries & Distilleries
RAILTEL.NS,34.27,25.014599,110040129536,37710700544.0,3206700032.0,5535600128.0,6307899904.0,0.16031,0.054380003,,0.085030004,0.11311,0.16726999,,,,,0.128,0.049,0.047,3.341,1.372,0.78,1.14,0.28530002,0.479,Communication Services,Telecom Services
RAJESHEXPO.NS,42.58705,3.8158,56345071616,6025737404416.0,1319699968.0,2714579968.0,6379509760.0,0.00818,0.0046200003,,0.00022,0.00093000004,0.00106,,,,,1.618,1.286,1.284,5.254,1.2,0.439,,0.0,0.146,Consumer Cyclical,Luxury Goods
RAMCOCEM.NS,66.29866,23.231216,245484158976,86934798336.0,3721600000.0,13889200128.0,46956797952.0,0.04995,0.02526,,0.04281,0.09142,0.54014,,,,,0.095,1.92,2.009,62.153,0.56,0.199,0.19,0.1278,-0.189,Basic Materials,Building Materials
